decision,p15,S,origin_close,direction,m1_pos,source_m5
2024-10-15 16:05:00,0.7642868235377805,12.39236369090874,2649.35,-1,988711,2024-10-15 16:00:00
2024-10-15 16:45:00,0.7571819614055894,12.39236369090874,2651.88,1,988751,2024-10-15 16:40:00
2024-10-15 17:25:00,0.8273227769162058,12.39236369090874,2659.57,1,988791,2024-10-15 17:20:00
2024-10-16 09:20:00,0.768488076108078,11.962190997918713,2675.16,1,989685,2024-10-16 09:15:00
2024-10-16 16:50:00,0.7855225431790368,11.941583054327852,2680.23,-1,990135,2024-10-16 16:45:00
2024-10-16 17:50:00,0.8079818940641551,11.941583054327852,2670.59,-1,990195,2024-10-16 17:45:00
2024-10-17 15:35:00,0.8381377124942488,10.990606958764513,2676.2,-1,991439,2024-10-17 15:30:00
2024-10-17 16:05:00,0.8153325445184627,11.326992175995604,2679.47,1,991469,2024-10-17 16:00:00
2024-10-17 16:30:00,0.7823022402315852,11.326992175995604,2683.0,1,991494,2024-10-17 16:25:00
2024-10-17 17:05:00,0.7628808602479272,11.326992175995604,2688.02,1,991529,2024-10-17 17:00:00
2024-10-17 17:50:00,0.7716921099515635,11.326992175995604,2693.88,1,991574,2024-10-17 17:45:00
2024-10-18 04:40:00,0.7648495393568776,10.847927044701995,2702.61,1,992163,2024-10-18 04:35:00
2024-10-18 09:35:00,0.8495334450066735,11.441646541508986,2706.02,-1,992458,2024-10-18 09:30:00
2024-10-18 16:05:00,0.7951122711976704,11.456878905688862,2708.78,-1,992848,2024-10-18 16:00:00
2024-10-18 16:30:00,0.7576732456227759,11.456878905688862,2706.58,-1,992873,2024-10-18 16:25:00
2024-10-18 17:25:00,0.7793545196320112,11.456878905688862,2717.58,1,992928,2024-10-18 17:20:00
2024-10-21 04:15:00,0.7564602659420154,11.152111135495074,2728.2,1,993516,2024-10-21 04:10:00
2024-10-21 16:05:00,0.8576224722017414,11.15500661978235,2737.73,-1,994226,2024-10-21 16:00:00
2024-10-21 16:40:00,0.7572427852262207,11.15500661978235,2738.57,-1,994261,2024-10-21 16:35:00
2024-10-21 17:05:00,0.7582021046472455,11.15500661978235,2737.38,-1,994286,2024-10-21 17:00:00
2024-10-21 17:35:00,0.7930323410800645,11.15500661978235,2731.85,-1,994316,2024-10-21 17:30:00
2024-10-22 17:00:00,0.7728987523606149,11.35327158903617,2736.47,-1,995660,2024-10-22 16:55:00
2024-10-23 15:25:00,0.7736938722525332,10.62222375369637,2743.88,-1,996944,2024-10-23 15:20:00
2024-10-23 16:05:00,0.7899816542889939,11.063493485575213,2740.38,-1,996984,2024-10-23 16:00:00
2024-10-24 16:50:00,0.7960958297781783,11.4528966336858,2734.84,-1,998408,2024-10-24 16:45:00
2024-10-24 17:20:00,0.7542305472609526,11.4528966336858,2729.87,-1,998438,2024-10-24 17:15:00
2024-10-25 16:40:00,0.755854123357951,11.593817718322132,2730.25,1,999777,2024-10-25 16:35:00
2024-10-25 16:50:00,0.7867662081680722,11.593817718322132,2730.18,1,999787,2024-10-25 16:45:00
2024-10-25 17:15:00,0.810883380593467,11.593817718322132,2737.62,1,999812,2024-10-25 17:10:00
2024-10-28 00:05:00,0.8626454077995351,11.748699971410408,2733.78,-1,1000220,2024-10-28 00:00:00
2024-10-28 00:15:00,0.9013737795890361,11.748699971410408,2735.53,-1,1000230,2024-10-28 00:10:00
2024-10-29 15:40:00,0.7860197420736238,11.514591232866307,2757.65,1,1002534,2024-10-29 15:35:00
2024-10-29 16:05:00,0.8605961823513846,11.977120430518697,2763.98,1,1002559,2024-10-29 16:00:00
2024-10-29 16:30:00,0.8004629327833869,11.977120430518697,2768.53,1,1002584,2024-10-29 16:25:00
2024-10-29 16:40:00,0.8073338596514386,11.977120430518697,2769.85,1,1002594,2024-10-29 16:35:00
2024-10-30 14:35:00,0.7701114511126351,11.175735828093583,2778.82,1,1003848,2024-10-30 14:30:00
2024-10-30 15:30:00,0.8251428774666104,11.175735828093583,2779.58,-1,1003903,2024-10-30 15:25:00
2024-10-30 16:45:00,0.7696895227503535,11.563183268944034,2778.77,-1,1003978,2024-10-30 16:40:00
2024-10-31 14:45:00,0.7591734480977729,10.746734406564283,2774.22,-1,1005237,2024-10-31 14:40:00
2024-10-31 15:05:00,0.8392668342174034,10.746734406564283,2770.17,-1,1005257,2024-10-31 15:00:00
2024-11-01 14:35:00,0.8868387934984809,11.96554120123926,2756.25,1,1006606,2024-11-01 14:30:00
2024-11-01 16:05:00,0.7540506272569755,12.358002544007855,2753.91,-1,1006696,2024-11-01 16:00:00
2024-11-01 16:15:00,0.7693385944364217,12.358002544007855,2756.64,-1,1006706,2024-11-01 16:10:00
2024-11-04 15:35:00,0.7750782849850217,12.142520989342785,2741.32,-1,1007984,2024-11-04 15:30:00
2024-11-04 16:45:00,0.7950191825260042,12.006626632961142,2745.38,-1,1008054,2024-11-04 16:40:00
2024-11-05 04:45:00,0.80266576578564,11.244467460865776,2726.11,-1,1008713,2024-11-05 04:40:00
2024-11-05 17:05:00,0.7886017030581693,11.455216840933698,2741.72,-1,1009453,2024-11-05 17:00:00
2024-11-06 02:35:00,0.768271374207098,11.399192072029566,2737.89,-1,1009962,2024-11-06 02:30:00
2024-11-06 03:05:00,0.7767726199694309,11.399192072029566,2735.13,-1,1009992,2024-11-06 03:00:00
2024-11-06 03:45:00,0.7788277697259381,11.399192072029566,2747.66,1,1010032,2024-11-06 03:40:00
2024-11-06 04:40:00,0.7500868847634774,11.804249781170324,2740.29,-1,1010087,2024-11-06 04:35:00
2024-11-06 04:55:00,0.7749170454018174,11.804249781170324,2738.16,-1,1010102,2024-11-06 04:50:00
2024-11-06 08:30:00,0.8781864736586107,12.238231939658165,2717.42,-1,1010317,2024-11-06 08:25:00
2024-11-06 10:20:00,0.7978636346753839,12.238231939658165,2731.87,1,1010427,2024-11-06 10:15:00
2024-11-06 11:10:00,0.7634694583335224,12.238231939658165,2723.48,-1,1010477,2024-11-06 11:05:00
2024-11-06 13:40:00,0.7549975974340524,14.064072515396848,2707.95,-1,1010627,2024-11-06 13:35:00
2024-11-06 14:25:00,0.7622250376091043,14.064072515396848,2701.01,-1,1010672,2024-11-06 14:20:00
2024-11-06 15:05:00,0.8893257060319613,14.064072515396848,2687.79,-1,1010712,2024-11-06 15:00:00
2024-11-06 16:35:00,0.8094302252642894,17.928781621439903,2653.29,-1,1010802,2024-11-06 16:30:00
2024-11-07 03:20:00,0.7757783606472937,17.93910252052724,2650.39,-1,1011386,2024-11-07 03:15:00
2024-11-07 15:25:00,0.793484948490126,17.495983322739963,2682.58,1,1012111,2024-11-07 15:20:00
2024-11-11 03:25:00,0.7550066865983653,16.64488869661399,2674.34,-1,1014148,2024-11-11 03:20:00
2024-11-11 15:35:00,0.8207603118355375,15.51678588427877,2642.0,-1,1014878,2024-11-11 15:30:00
2024-11-11 16:05:00,0.8052778255581211,17.341301178258853,2633.5,-1,1014908,2024-11-11 16:00:00
2024-11-11 16:35:00,0.7593121349176623,17.341301178258853,2622.43,-1,1014938,2024-11-11 16:30:00
2024-11-13 15:35:00,0.8788675377216396,16.392670062457597,2611.93,1,1017636,2024-11-13 15:30:00
2024-11-13 16:15:00,0.7813513988817439,16.141765057996317,2615.62,1,1017676,2024-11-13 16:10:00
2024-11-13 16:40:00,0.7572518178220075,16.141765057996317,2607.45,-1,1017701,2024-11-13 16:35:00
2024-11-13 16:55:00,0.7631512984952046,16.141765057996317,2603.18,-1,1017716,2024-11-13 16:50:00
2024-11-13 17:10:00,0.7763387737882307,16.141765057996317,2598.65,-1,1017731,2024-11-13 17:05:00
2024-11-14 15:45:00,0.7913240074383888,17.504090917621028,2558.12,1,1019025,2024-11-14 15:40:00
2024-11-15 15:35:00,0.8357975303673497,16.55687562792601,2565.07,-1,1020394,2024-11-15 15:30:00
2024-11-18 03:25:00,0.797283735880718,15.827994079647766,2589.59,1,1021042,2024-11-18 03:20:00
2024-11-19 16:10:00,0.7756855158919905,14.40521898226694,2632.2,-1,1023186,2024-11-19 16:05:00
2024-11-19 16:20:00,0.7695065512083374,14.40521898226694,2626.14,-1,1023196,2024-11-19 16:15:00
2024-11-21 16:45:00,0.8139275338942467,13.584252174529297,2666.74,-1,1025979,2024-11-21 16:40:00
2024-11-22 15:15:00,0.7751116423954746,13.548020193664637,2698.26,-1,1027268,2024-11-22 15:10:00
2024-11-22 15:25:00,0.7653062915864244,13.548020193664637,2695.72,-1,1027278,2024-11-22 15:20:00
2024-11-22 16:50:00,0.7604434141287526,14.066018751260001,2692.02,1,1027363,2024-11-22 16:45:00
2024-11-25 01:05:00,0.8618204059406401,14.397689637565998,2710.65,1,1027796,2024-11-25 01:00:00
2024-11-25 01:30:00,0.8266555549049108,14.397689637565998,2717.92,1,1027821,2024-11-25 01:25:00
2024-11-25 03:05:00,0.8180992135079768,14.397689637565998,2703.81,-1,1027916,2024-11-25 03:00:00
2024-11-25 03:35:00,0.8487670431757119,14.397689637565998,2696.8,-1,1027946,2024-11-25 03:30:00
2024-11-25 05:30:00,0.9522575296254472,15.629997520597005,2671.53,-1,1028061,2024-11-25 05:25:00
2024-11-25 07:45:00,0.8044781612102302,15.629997520597005,2666.11,-1,1028196,2024-11-25 07:40:00
2024-11-25 15:15:00,0.7639472921902283,17.510967249902503,2684.29,1,1028646,2024-11-25 15:10:00
2024-11-25 16:10:00,0.7863066843842956,17.68161244633801,2667.15,-1,1028701,2024-11-25 16:05:00
2024-11-26 01:45:00,0.8488382533010013,19.777563793015904,2609.37,-1,1029215,2024-11-26 01:40:00
2024-11-26 02:05:00,0.7754272010467276,19.777563793015904,2609.88,-1,1029235,2024-11-26 02:00:00
2024-11-26 02:25:00,0.8470591879657152,19.777563793015904,2623.29,1,1029255,2024-11-26 02:20:00
2024-11-26 03:15:00,0.7826258306878984,19.777563793015904,2624.97,1,1029305,2024-11-26 03:10:00
2024-11-26 16:45:00,0.8282334395046532,19.435579693157226,2622.45,-1,1030115,2024-11-26 16:40:00
2024-11-27 17:15:00,0.7646738556983814,17.414427136432966,2639.5,-1,1031524,2024-11-27 17:10:00
2024-11-28 03:10:00,0.8200836079813353,16.94039890845494,2625.97,-1,1032058,2024-11-28 03:05:00
2024-11-28 03:35:00,0.7920633351509939,16.94039890845494,2623.08,-1,1032083,2024-11-28 03:30:00
2024-12-02 02:45:00,0.7814288265352066,13.972205774671906,2632.82,-1,1034499,2024-12-02 02:40:00
2024-12-02 03:05:00,0.888555077277517,13.972205774671906,2634.35,-1,1034519,2024-12-02 03:00:00
2024-12-02 03:50:00,0.7569155063476434,13.972205774671906,2636.63,1,1034564,2024-12-02 03:45:00
2024-12-03 17:15:00,0.755641978469566,14.040174327685078,2639.97,-1,1036748,2024-12-03 17:10:00
2024-12-04 15:05:00,0.7761786043162757,13.316610892502379,2632.83,-1,1037997,2024-12-04 15:00:00
2024-12-04 15:25:00,0.7952258876391836,13.316610892502379,2643.24,1,1038017,2024-12-04 15:20:00
2024-12-05 17:10:00,0.7929031910672625,12.263540258187147,2637.17,-1,1039501,2024-12-05 17:05:00
2024-12-06 03:10:00,0.8707027616670793,12.97213420221239,2619.21,-1,1040040,2024-12-06 03:05:00
2024-12-06 03:50:00,0.824382969643405,12.97213420221239,2619.39,1,1040080,2024-12-06 03:45:00
2024-12-06 15:35:00,0.937930326413587,14.157823922106669,2636.86,1,1040785,2024-12-06 15:30:00
2024-12-09 01:05:00,0.7995304556132665,13.81869502801325,2643.17,1,1041293,2024-12-09 01:00:00
2024-12-09 03:15:00,0.7638153596045396,13.81869502801325,2642.89,1,1041423,2024-12-09 03:10:00
2024-12-11 07:40:00,0.7754302979865121,12.835721753098799,2682.51,1,1044446,2024-12-11 07:35:00
2024-12-11 08:05:00,0.8601093771605715,14.002455913591747,2689.9,1,1044471,2024-12-11 08:00:00
2024-12-11 15:45:00,0.8380083145700395,13.815851919763757,2700.3,1,1044931,2024-12-11 15:40:00
2024-12-12 03:15:00,0.756233425178422,13.905217444504734,2718.1,-1,1045560,2024-12-12 03:10:00
2024-12-12 03:35:00,0.9158929021309987,13.905217444504734,2710.69,-1,1045580,2024-12-12 03:30:00
2024-12-12 16:15:00,0.7955939733083799,14.676394091849744,2690.59,-1,1046340,2024-12-12 16:10:00
2024-12-17 16:05:00,0.7886350544331164,12.255691786089931,2639.05,-1,1050466,2024-12-17 16:00:00
2024-12-17 16:15:00,0.7660210531831827,12.255691786089931,2634.7,-1,1050476,2024-12-17 16:10:00
2024-12-18 21:05:00,0.8667129193106131,10.933109311936201,2625.88,-1,1052145,2024-12-18 21:00:00
2024-12-19 03:15:00,0.7850131809498663,14.100744361083597,2601.53,1,1052454,2024-12-19 03:10:00
2024-12-19 03:50:00,0.8072249271053343,14.100744361083597,2613.56,1,1052489,2024-12-19 03:45:00
2024-12-19 15:45:00,0.7503106841531543,15.406663761406929,2601.37,-1,1053204,2024-12-19 15:40:00
2024-12-20 15:35:00,0.8391250709989218,14.7432019029503,2606.43,1,1054573,2024-12-20 15:30:00
2024-12-27 15:35:00,0.7657804557979163,10.43781516072738,2619.28,-1,1059429,2024-12-27 15:30:00
2024-12-27 16:35:00,0.7791846741834313,10.660828363532563,2613.84,-1,1059489,2024-12-27 16:30:00
2024-12-27 17:05:00,0.7733394179089659,10.660828363532563,2617.67,1,1059519,2024-12-27 17:00:00
2024-12-30 15:35:00,0.7590192740787068,10.439846242601803,2616.94,-1,1060807,2024-12-30 15:30:00
2024-12-30 16:00:00,0.7815269419918857,10.844857225273111,2606.63,-1,1060832,2024-12-30 15:55:00
2024-12-30 17:05:00,0.7962296083178894,10.844857225273111,2607.11,-1,1060897,2024-12-30 17:00:00
2024-12-30 17:35:00,0.8204809640445729,10.844857225273111,2601.0,-1,1060927,2024-12-30 17:30:00
